,LOAN_NUMBER,LOAN_ORIG_DATE,LENDER_INST_TYPE_DESCRIPTION,LTV,FICO_SCORE,CURRENT_BALANCE,Loan_to_Value_Cohorts,FICO_Score_Category,LOAN_AGE,Loan_Age_Cohorts
704,20090374,2010-12-03,Mortgage Banker - Bank Owned,90.0,753,288000,>85% and <= 90%,700 - 799,25.1339863241545,20-29 Months
705,15424904,2012-08-15,Mortgage Banker - Bank Owned,90.0,753,289200,>85% and <= 90%,700 - 799,4.7311033080761415,0-9 Months
706,22831310,2011-01-14,Mortgage Banker - (Large),90.0800018310547,753,295000,>90% and <= 95%,700 - 799,23.75408119263229,20-29 Months
707,29725317,2010-12-30,Credit Unions,92.5899963378906,753,125000,>90% and <= 95%,700 - 799,24.246904453890224,20-29 Months
708,20174634,2011-12-14,Mortgage Banker - (Large),93.0,753,248300,>90% and <= 95%,700 - 799,12.780549908622353,10-19 Months
709,33991540,2012-11-05,Credit Unions,94.6900024414063,753,116000,>90% and <= 95%,700 - 799,2.0370028131994498,0-9 Months
710,20295887,2011-07-29,Credit Unions,94.9899978637695,753,417000,>90% and <= 95%,700 - 799,17.314523912195323,10-19 Months
711,22876785,2012-08-20,Mortgage Banker - Bank Owned,95.0,753,230850,>90% and <= 95%,700 - 799,4.566828887656831,0-9 Months
712,19298822,2012-05-03,Mortgage Banker - Bank Owned,95.0,753,347091,>90% and <= 95%,700 - 799,8.148011252797799,0-9 Months
713,28721931,2011-04-28,Credit Unions,82.7900009155273,754,101000,<=85%,700 - 799,20.337173247910634,20-29 Months
714,15684560,2011-11-10,Community Banks,83.4400024414063,754,131000,<=85%,700 - 799,13.897615967473664,10-19 Months
715,33715812,2012-10-02,Mortgage Banker - Bank Owned,84.8199996948242,754,109000,<=85%,700 - 799,3.1540688720507606,0-9 Months
716,23135351,2012-12-24,Mortgage Banker - Bank Owned,85.0,754,89250,<=85%,700 - 799,0.4271134930902072,0-9 Months
717,29588152,2010-02-04,Credit Unions,89.25,754,415000,>85% and <= 90%,700 - 799,35.05616131748085,30-39 Months
718,25450004,2012-12-04,Mortgage Banker - Bank Owned,90.0,754,85950,>85% and <= 90%,700 - 799,1.084211174767449,0-9 Months
719,29806642,2012-03-22,Community Banks,90.0,754,123300,>85% and <= 90%,700 - 799,9.527916384320006,0-9 Months
720,24080124,2011-10-28,Community Banks,90.0,754,208800,>85% and <= 90%,700 - 799,14.324729460563871,10-19 Months
721,22337819,2009-12-16,Bank Owned Mortgage Company - National,90.0,754,333000,>85% and <= 90%,700 - 799,36.69890552167396,30-39 Months
722,30466355,2012-08-17,Mortgage Banker - (Large),90.0,754,338775,>85% and <= 90%,700 - 799,4.665393539908417,0-9 Months
723,16924408,2011-06-24,Mortgage Banker - Bank Owned,90.0,754,382500,>85% and <= 90%,700 - 799,18.464444855130495,10-19 Months
724,25985616,2012-11-21,Mortgage Banker - (Large),90.0,754,562500,>85% and <= 90%,700 - 799,1.5113246678576562,0-9 Months
725,32980624,2010-12-06,Mortgage Banker - (Large),92.0,754,221000,>90% and <= 95%,700 - 799,25.035421671902913,20-29 Months
726,32414472,2012-10-06,Mortgage Banker - Bank Owned,93.7900009155273,754,136000,>90% and <= 95%,700 - 799,3.0226493357153124,0-9 Months
727,21433880,2012-05-25,Community Banks,94.4199981689453,754,203000,>90% and <= 95%,700 - 799,7.425203802952833,0-9 Months
728,18531720,2011-02-18,Community Banks,95.0,754,95000,>90% and <= 95%,700 - 799,22.60416024969712,20-29 Months
729,21751094,2010-03-31,Credit Unions,95.0,754,121600,>90% and <= 95%,700 - 799,33.24914269286844,30-39 Months
730,25886326,2012-12-20,Mortgage Banker - Bank Owned,95.0,754,209000,>90% and <= 95%,700 - 799,0.5585330294256555,0-9 Months
731,26421625,2012-07-19,Mortgage Banker - Bank Owned,95.0,754,209000,>90% and <= 95%,700 - 799,5.6181851783404175,0-9 Months
732,19547197,2011-02-01,Credit Unions,95.0,754,218025,>90% and <= 95%,700 - 799,23.162693279122774,20-29 Months
733,29302002,2009-09-25,Credit Unions,95.0,754,304000,>90% and <= 95%,700 - 799,39.39300601655065,30-39 Months
734,28097783,2012-02-08,Community Banks,82.2200012207031,755,185000,<=85%,700 - 799,10.940676399926076,10-19 Months
735,25131956,2012-01-06,Mortgage Banker - Bank Owned,84.2099990844727,755,160000,<=85%,700 - 799,12.024887574693526,10-19 Months
736,20294086,2011-02-14,Community Banks,85.75,755,96900,>85% and <= 90%,700 - 799,22.735579786032567,20-29 Months
737,28760078,2012-05-22,Credit Unions,87.1399993896484,755,222200,>85% and <= 90%,700 - 799,7.523768455204419,0-9 Months
738,16073202,2010-03-01,Mortgage Banker - Bank Owned,88.25,755,176500,>85% and <= 90%,700 - 799,34.234789215384296,30-39 Months
739,15629033,2009-12-18,Credit Unions,89.129997253418,755,204901,>85% and <= 90%,700 - 799,36.63319575350623,30-39 Months
740,32968759,2012-02-06,Credit Unions,89.25,755,178500,>85% and <= 90%,700 - 799,11.006386168093801,10-19 Months
741,16302351,2010-01-22,Credit Unions,89.4700012207031,755,170000,>85% and <= 90%,700 - 799,35.48327481057106,30-39 Months
742,28539856,2011-11-08,Mortgage Banker - Bank Owned,89.7799987792969,755,202000,>85% and <= 90%,700 - 799,13.963325735641389,10-19 Months
743,15607528,2011-12-15,Community Banks,90.0,755,187200,>85% and <= 90%,700 - 799,12.747695024538492,10-19 Months
744,15912543,2009-12-29,Mortgage Banker - Bank Owned,90.0,755,203400,>85% and <= 90%,700 - 799,36.27179202858375,30-39 Months
745,33915796,2012-01-17,Community Banks,90.0,755,270000,>85% and <= 90%,700 - 799,11.663483849771042,10-19 Months
746,15320910,2012-05-18,Community Banks,90.0,755,414000,>85% and <= 90%,700 - 799,7.655187991539868,0-9 Months
747,20941568,2011-12-31,Community Banks,92.1600036621094,755,319800,>90% and <= 95%,700 - 799,12.222016879196698,10-19 Months
748,17290957,2012-03-06,Mortgage Banker - (Large),94.4899978637695,755,351500,>90% and <= 95%,700 - 799,10.0535945296618,10-19 Months
749,15478067,2011-01-11,Mortgage Banker - Bank Owned,95.0,755,148770,>90% and <= 95%,700 - 799,23.852645844883877,20-29 Months
750,26186453,2010-06-18,Credit Unions,95.0,755,209000,>90% and <= 95%,700 - 799,30.65360685024333,30-39 Months
751,15371236,2009-11-06,Credit Unions,95.0,755,258637,>90% and <= 95%,700 - 799,38.01310088502844,30-39 Months
752,25559486,2012-03-17,Community Banks,95.0,755,265900,>90% and <= 95%,700 - 799,9.692190804739317,0-9 Months
753,28023169,2012-11-27,Mortgage Banker - Bank Owned,97.0,755,230375,>95%,700 - 799,1.3141953633544836,0-9 Months
754,33375986,2011-04-08,Mortgage Banker - (Large),81.8199996948242,756,270000,<=85%,700 - 799,20.994270929587877,20-29 Months
755,21391861,2011-12-29,Community Banks,83.3099975585938,756,266600,<=85%,700 - 799,12.287726647364423,10-19 Months
756,31385590,2011-09-19,Community Banks,83.75,756,335000,<=85%,700 - 799,15.606069939834493,10-19 Months
757,28427785,2011-04-14,Mortgage Banker - Bank Owned,87.0,756,108750,>85% and <= 90%,700 - 799,20.797141625084706,20-29 Months
758,26607152,2011-01-21,Bank Owned Mortgage Company - National,87.9400024414063,756,215450,>85% and <= 90%,700 - 799,23.524097004045256,20-29 Months
759,32255925,2010-07-08,Community Banks,90.0,756,58500,>85% and <= 90%,700 - 799,29.99650916856609,20-29 Months
760,28684328,2011-05-31,Credit Unions,90.0,756,95400,>85% and <= 90%,700 - 799,19.252962073143184,10-19 Months
761,15933605,2012-05-25,Mortgage Banker - Bank Owned,90.0,756,217800,>85% and <= 90%,700 - 799,7.425203802952833,0-9 Months
762,23979475,2011-10-04,Community Banks,90.0,756,280125,>85% and <= 90%,700 - 799,15.113246678576562,10-19 Months
763,15532971,2010-07-30,Mortgage Banker - Bank Owned,90.0,756,336600,>85% and <= 90%,700 - 799,29.273701718721124,20-29 Months
764,16792661,2012-11-05,Community Banks,91.870002746582,756,248684,>90% and <= 95%,700 - 799,2.0370028131994498,0-9 Months
765,19727006,2011-07-07,Community Banks,95.0,756,99750,>90% and <= 95%,700 - 799,18.037331362040288,10-19 Months
766,24087489,2011-11-10,Bank Owned Mortgage Company - National,95.0,756,120650,>90% and <= 95%,700 - 799,13.897615967473664,10-19 Months
767,22124954,2010-08-27,Credit Unions,95.0,756,147820,>90% and <= 95%,700 - 799,28.353764964372985,20-29 Months
768,27325811,2010-07-19,Community Banks,85.0,757,199750,<=85%,700 - 799,29.635105443643607,20-29 Months
769,30004444,2011-01-11,Mortgage Banker - (Large),85.0,757,233750,<=85%,700 - 799,23.852645844883877,20-29 Months
770,17406982,2011-04-21,Mortgage Banker - Bank Owned,85.0,757,250750,<=85%,700 - 799,20.56715743649767,20-29 Months
771,30903403,2012-07-09,Mortgage Banker - (Large),85.0,757,272000,<=85%,700 - 799,5.946734019179039,0-9 Months
772,24707623,2012-11-30,Mortgage Banker - Bank Owned,85.0,757,340000,<=85%,700 - 799,1.2156307111028974,0-9 Months
773,32899973,2012-12-26,Mortgage Banker - Bank Owned,85.4800033569336,757,212000,>85% and <= 90%,700 - 799,0.361403724922483,0-9 Months
774,27337391,2011-02-24,Mortgage Banker - (Large),89.0999984741211,757,417000,>85% and <= 90%,700 - 799,22.407030945193945,20-29 Months
775,25454423,2010-03-01,Credit Unions,89.8600006103516,757,62000,>85% and <= 90%,700 - 799,34.234789215384296,30-39 Months
776,33185728,2011-09-14,Mortgage Banker - Bank Owned,89.9899978637695,757,152800,>85% and <= 90%,700 - 799,15.770344360253803,10-19 Months
777,23407170,2012-08-20,Mortgage Banker - Bank Owned,90.0,757,196200,>85% and <= 90%,700 - 799,4.566828887656831,0-9 Months
778,29983647,2012-11-27,Mortgage Banker - Bank Owned,90.0,757,405000,>85% and <= 90%,700 - 799,1.3141953633544836,0-9 Months
779,23115244,2012-03-27,Community Banks,92.0800018310547,757,372000,>90% and <= 95%,700 - 799,9.363641963900696,0-9 Months
780,23924433,2012-10-23,Mortgage Banker - Bank Owned,92.5,757,166500,>90% and <= 95%,700 - 799,2.464116306289657,0-9 Months
781,28905161,2011-12-08,Community Banks,93.7699966430664,757,286000,>90% and <= 95%,700 - 799,12.977679213125526,10-19 Months
782,29794482,2011-04-22,Mortgage Banker - Bank Owned,94.1800003051758,757,80999,>90% and <= 95%,700 - 799,20.534302552413806,20-29 Months
783,23762542,2012-06-22,Mortgage Banker - (Large),94.9899978637695,757,75900,>90% and <= 95%,700 - 799,6.505267048604694,0-9 Months
784,32455219,2012-11-29,Credit Unions,95.0,757,104500,>90% and <= 95%,700 - 799,1.2484855951867595,0-9 Months
785,29224450,2010-03-26,Credit Unions,95.0,757,115900,>90% and <= 95%,700 - 799,33.41341711328775,30-39 Months
786,14966417,2010-10-21,Bank Owned Mortgage Company - National,95.0,757,180500,>90% and <= 95%,700 - 799,26.54674633976057,20-29 Months
787,22463939,2012-11-30,Mortgage Banker - Bank Owned,95.0,757,242250,>90% and <= 95%,700 - 799,1.2156307111028974,0-9 Months
788,15055894,2012-09-14,Mortgage Banker - Bank Owned,95.0,757,299250,>90% and <= 95%,700 - 799,3.7454567855602785,0-9 Months
789,19644647,2011-06-13,Credit Unions,97.0,757,116400,>95%,700 - 799,18.825848580052977,10-19 Months
790,25351214,2010-12-10,Credit Unions,83.4899978637695,758,103523,<=85%,700 - 799,24.904002135567467,20-29 Months
791,33577667,2010-12-17,Community Banks,84.9400024414063,758,220000,<=85%,700 - 799,24.67401794698043,20-29 Months
792,16820685,2012-06-19,Credit Unions,84.9499969482422,758,89200,<=85%,700 - 799,6.60383170085628,0-9 Months
793,34381797,2011-02-23,Mortgage Banker - Bank Owned,87.4800033569336,758,625500,>85% and <= 90%,700 - 799,22.43988582927781,20-29 Months
794,17907412,2011-06-28,Bank Owned Mortgage Company - National,88.7200012207031,758,625500,>85% and <= 90%,700 - 799,18.33302531879505,10-19 Months
795,17354438,2012-08-01,Mortgage Banker - Bank Owned,89.3899993896484,758,295000,>85% and <= 90%,700 - 799,5.19107168525021,0-9 Months
796,30515276,2012-12-27,Mortgage Banker - Bank Owned,90.0,758,167310,>85% and <= 90%,700 - 799,0.3285488408386209,0-9 Months
797,31389727,2010-07-01,Community Banks,90.0,758,202500,>85% and <= 90%,700 - 799,30.226493357153124,30-39 Months
798,32187405,2011-10-31,Mortgage Banker - Bank Owned,90.0,758,269010,>85% and <= 90%,700 - 799,14.226164808312285,10-19 Months
799,18596945,2009-05-22,Mortgage Banker - (Large),90.0,758,355500,>85% and <= 90%,700 - 799,43.53272141111727,>=40 Months
800,30056538,2011-05-02,Mortgage Banker - Bank Owned,90.0,758,355500,>85% and <= 90%,700 - 799,20.205753711575188,20-29 Months
801,31659466,2011-10-12,Community Banks,90.879997253418,758,149470,>90% and <= 95%,700 - 799,14.850407605905666,10-19 Months
802,18201948,2010-07-02,Mortgage Banker - Bank Owned,94.8499984741211,758,371800,>90% and <= 95%,700 - 799,30.193638473069264,30-39 Months
803,24802857,2012-06-03,Mortgage Banker - Bank Owned,95.0,758,129010,>90% and <= 95%,700 - 799,7.129509846198074,0-9 Months
804,15019637,2012-03-06,Mortgage Banker - Bank Owned,95.0,758,313500,>90% and <= 95%,700 - 799,10.0535945296618,10-19 Months
805,30813115,2012-03-09,Mortgage Banker - (Large),95.0,758,313500,>90% and <= 95%,700 - 799,9.955029877410214,0-9 Months
806,32342100,2011-02-18,Community Banks,81.9000015258789,759,258000,<=85%,700 - 799,22.60416024969712,20-29 Months
807,27272343,2012-02-02,Community Banks,81.9599990844727,759,209000,<=85%,700 - 799,11.13780570442925,10-19 Months
808,29446324,2011-04-25,Bank Owned Mortgage Company - National,82.2699966430664,759,341400,<=85%,700 - 799,20.43573790016222,20-29 Months
809,18418548,2011-06-24,Mortgage Banker - (Large),84.7900009155273,759,301000,<=85%,700 - 799,18.464444855130495,10-19 Months
810,22368640,2011-09-19,Community Banks,85.0,759,181050,<=85%,700 - 799,15.606069939834493,10-19 Months
811,23610102,2010-06-24,Community Banks,85.0,759,340000,<=85%,700 - 799,30.45647754574016,30-39 Months
812,19557754,2012-07-27,Mortgage Banker - Bank Owned,89.8899993896484,759,88900,>85% and <= 90%,700 - 799,5.355346105669521,0-9 Months
813,15420677,2012-03-14,Credit Unions,89.9199981689453,759,165000,>85% and <= 90%,700 - 799,9.790755456990903,0-9 Months
814,28577588,2011-01-07,Mortgage Banker - Bank Owned,89.9599990844727,759,224900,>85% and <= 90%,700 - 799,23.984065381219327,20-29 Months
815,26351869,2011-01-30,Mortgage Banker - Bank Owned,93.370002746582,759,200750,>90% and <= 95%,700 - 799,23.2284030472905,20-29 Months
816,27705951,2011-05-27,Mortgage Banker - (Large),93.879997253418,759,230000,>90% and <= 95%,700 - 799,19.384381609478634,10-19 Months
817,33054881,2010-09-24,Bank Owned Mortgage Company - National,95.0,759,43225,>90% and <= 95%,700 - 799,27.433828210024846,20-29 Months
818,19961607,2011-04-27,Community Banks,95.0,759,95616,>90% and <= 95%,700 - 799,20.3700281319945,20-29 Months
819,16865958,2010-08-02,Community Banks,95.0,759,124925,>90% and <= 95%,700 - 799,29.17513706646954,20-29 Months
820,15549258,2012-07-03,Credit Unions,95.0,759,153900,>90% and <= 95%,700 - 799,6.143863323682211,0-9 Months
821,19695790,2010-12-21,Mortgage Banker - (Large),95.0,759,190950,>90% and <= 95%,700 - 799,24.54259841064498,20-29 Months
822,29237617,2012-11-07,Mortgage Banker - (Large),95.0,759,211850,>90% and <= 95%,700 - 799,1.9712930450317254,0-9 Months
823,17593690,2012-06-15,Mortgage Banker - Bank Owned,95.0,759,261250,>90% and <= 95%,700 - 799,6.735251237191728,0-9 Months
824,26951911,2009-07-08,Credit Unions,95.0,759,318250,>90% and <= 95%,700 - 799,41.988541859175754,>=40 Months
825,16958619,2012-02-21,Mortgage Banker - (Large),95.0,759,327214,>90% and <= 95%,700 - 799,10.513562906835869,10-19 Months
826,27192395,2010-07-27,Bank Owned Mortgage Company - National,83.0,760,335800,<=85%,700 - 799,29.37226637097271,20-29 Months
827,18503701,2012-07-20,Mortgage Banker - Bank Owned,83.4000015258789,760,417000,<=85%,700 - 799,5.585330294256556,0-9 Months
828,19549105,2011-07-28,Community Banks,83.9300003051758,760,400330,<=85%,700 - 799,17.347378796279184,10-19 Months
829,22394082,2011-11-15,Mortgage Banker - (Large),84.0299987792969,760,147900,<=85%,700 - 799,13.733341547054355,10-19 Months
830,26940685,2011-06-16,Bank Owned Mortgage Company - National,84.120002746582,760,260260,<=85%,700 - 799,18.72728392780139,10-19 Months
831,17803411,2012-08-14,Mortgage Banker - (Large),85.0,760,201450,<=85%,700 - 799,4.763958192160003,0-9 Months
832,19601135,2012-04-11,Community Banks,85.0,760,212500,<=85%,700 - 799,8.870818702642765,0-9 Months
833,33593397,2012-08-21,Mortgage Banker - Bank Owned,88.4000015258789,760,320000,>85% and <= 90%,700 - 799,4.533974003572968,0-9 Months
834,19167288,2010-12-10,Community Banks,90.0,760,72000,>85% and <= 90%,700 - 799,24.904002135567467,20-29 Months
835,15925842,2012-03-21,Community Banks,90.0,760,121500,>85% and <= 90%,700 - 799,9.560771268403869,0-9 Months
836,21723847,2009-05-26,Mortgage Banker - Bank Owned,90.0,760,146250,>85% and <= 90%,700 - 799,43.40130187478182,>=40 Months
837,25675606,2010-01-14,Community Banks,90.0,760,160200,>85% and <= 90%,700 - 799,35.746113883241954,30-39 Months
838,18787974,2010-04-23,Mortgage Banker - Bank Owned,90.0,760,180000,>85% and <= 90%,700 - 799,32.49348035893961,30-39 Months
839,17481390,2012-08-03,Mortgage Banker - (Large),90.0,760,253800,>85% and <= 90%,700 - 799,5.125361917082486,0-9 Months
840,24927999,2011-05-05,Mortgage Banker - (Large),90.0,760,396000,>85% and <= 90%,700 - 799,20.1071890593236,20-29 Months
841,19732390,2012-03-15,Mortgage Banker - Bank Owned,91.7699966430664,760,223000,>90% and <= 95%,700 - 799,9.757900572907042,0-9 Months
842,24332171,2011-04-26,Bank Owned Mortgage Company - National,94.1900024414063,760,146000,>90% and <= 95%,700 - 799,20.40288301607836,20-29 Months
843,23265836,2011-10-11,Community Banks,94.7900009155273,760,309000,>90% and <= 95%,700 - 799,14.883262489989528,10-19 Months
844,21791267,2010-06-29,Mortgage Banker - Bank Owned,95.0,760,92953,>90% and <= 95%,700 - 799,30.29220312532085,30-39 Months
845,33518287,2009-05-27,Credit Unions,95.0,760,142500,>90% and <= 95%,700 - 799,43.36844699069796,>=40 Months
846,18209831,2012-05-29,Credit Unions,95.0,760,147250,>90% and <= 95%,700 - 799,7.293784266617385,0-9 Months
847,30958511,2009-10-30,Credit Unions,95.0,760,169100,>90% and <= 95%,700 - 799,38.243085073615475,30-39 Months
848,23128212,2012-10-05,Mortgage Banker - Bank Owned,82.1900024414063,761,300000,<=85%,700 - 799,3.0555042197991744,0-9 Months
849,31786705,2011-10-26,Community Banks,84.0100021362305,761,127700,<=85%,700 - 799,14.390439228731596,10-19 Months
850,23741458,2010-08-18,Community Banks,84.4000015258789,761,168800,<=85%,700 - 799,28.649458921127742,20-29 Months
851,17905657,2009-05-29,Community Banks,85.0,761,137700,<=85%,700 - 799,43.30273722253024,>=40 Months
852,17347729,2009-05-21,Mortgage Banker - Bank Owned,90.0,761,107100,>85% and <= 90%,700 - 799,43.56557629520113,>=40 Months
853,20754981,2011-05-18,Mortgage Banker - Bank Owned,90.0,761,120600,>85% and <= 90%,700 - 799,19.68007556623339,10-19 Months
854,18033295,2012-10-26,Mortgage Banker - Bank Owned,90.0,761,185300,>85% and <= 90%,700 - 799,2.3655516540380708,0-9 Months
855,26599715,2012-06-26,Mortgage Banker - (Large),90.0,761,409500,>85% and <= 90%,700 - 799,6.373847512269246,0-9 Months
